DeptCode,BCLName,ProgramName,2015 Actual,2015 Adopted,2016 Endorsed,2016 Adopted
ETH,Ethics and Elections,Ethics and Elections,894961.00,677070.00,681022.00,654266.00
FAS,ADA Improvements - FAS (00163-CIP),ADA Improvements - FAS,0.00,183000.00,0.00,0.00
FAS,Asset Preservation - Civic Core (00168-CIP),(blank),6873742.00,3064721.00,0.00,0.00
FAS,Asset Preservation - Schedule 1 Facilities (00168-CIP),Asset Preservation - Schedule 1 Facilities,0.00,3231000.00,3769000.00,4411372.00
FAS,Asset Preservation - Schedule 2 Facilities (00168-CIP),Asset Preservation - Schedule 2 Facilities,0.00,2769000.00,3231000.00,2981000.00
FAS,Budget and Central Services,Budget and Central Services,4754503.00,4828621.00,4862893.00,6945378.00
FAS,Business Technology,Business Technology,15441981.00,17455059.00,18178059.00,19584021.00
FAS,Central Waterfront Improvement Program Financial Support,FAS CWF Finance,0.00,554101.00,2234378.00,2870000.00
FAS,City Finance Division,Accounting,3686130.00,4030430.00,4071477.00,3996471.00
FAS,City Finance Division,Business Licensing and Tax Administration,3012151.00,4643164.00,3398266.00,3251803.00
FAS,City Finance Division,City Economics and Financial Management,2141696.00,1431014.00,1440780.00,1383631.00
FAS,City Finance Division,Risk Management,1325125.00,1358307.00,1371128.00,1311154.00
FAS,City Finance Division,Treasury,3708890.00,4222808.00,4273960.00,4360623.00
FAS,City Purchasing and Contracting Services,Contracting Services,2809903.00,4230718.00,4207377.00,4419694.00
FAS,City Purchasing and Contracting Services,Purchasing Services,1749693.00,1711944.00,1721342.00,1835281.00
FAS,Facility Services,Facility Services,65230676.00,69317124.00,73303115.00,71969656.00
FAS,FAS Oversight-External Projects (00100-CIP),Energy Efficiency for Municipal Buildings,0.00,16000.00,313000.00,313000.00
FAS,FAS Oversight-External Projects (00163-CIP),Energy Efficiency for Municipal Buildings,0.00,1350000.00,2500000.00,2000000.00
FAS,FAS Oversight-External Projects (00163-CIP),Fire Station 5 Energy Efficiency,0.00,0.00,0.00,500000.00
FAS,FileLocal Agency,FAS FileLocal Agency,0.00,319325.00,331365.00,326394.00
FAS,Fire Station - Land Acquisitions (36300-CIP),Fire Stations - Land Acquisition,0.00,0.00,800000.00,0.00
FAS,Fleet Services,Vehicle Fueling,8921344.00,10410546.00,10647975.00,10578347.00
FAS,Fleet Services,Vehicle Leasing,18423965.00,19770987.00,23575866.00,23788163.00
FAS,Fleet Services,Vehicle Maintenance,19609733.00,20239666.00,20535269.00,19919596.00
FAS,Garden of Remembrance (00164-CIP),Garden of Remembrance,0.00,25574.00,26392.00,26392.00
FAS,General Government Facilities - General (00100-CIP),(blank),0.00,0.00,0.00,0.00
FAS,General Government Facilities - General (00163-CIP),ADA Improvements - Citywide,0.00,141000.00,145000.00,195000.00
FAS,General Government Facilities - General (00163-CIP),Central Neighborhood Service Center Tenant Immprovement,0.00,200000.00,0.00,0.00
FAS,General Government Facilities - General (00163-CIP),City Hall and Seattle Municipal Tower Tenant Improvements,0.00,750000.00,792000.00,1912000.00
FAS,General Government Facilities - General (00163-CIP),Seattle City Hall HVAC Improvements,0.00,0.00,0.00,400000.00
FAS,General Government Facilities - General (00163-CIP),Seattle Municipal Courts,0.00,475000.00,488000.00,488000.00
FG,Reserves,Sound Transit Local Contribution Sales Tax,93213.00,0.00,0.00,0.00
FAS,General Government Facilities - General (00164-CIP),City Hall and Seattle Municipal Tower Tenant Improvements,0.00,0.00,0.00,350000.00
FAS,General Government Facilities - General (35500-CIP),(blank),0.00,0.00,0.00,0.00
FAS,General Government Facilities - General (36300-CIP),Seattle Municipal Tower IDF Infrastructure Upgrades,0.00,0.00,2500000.00,2500000.00
FAS,General Government Facilities - General (50300-CIP),Customer Requested Tenant Improvement Program,0.00,3500000.00,3500000.00,3500000.00
FAS,Information Technology (00164-CIP),Seattle License Management System Upgrade,0.00,200000.00,200000.00,200000.00
FAS,Information Technology (36100-CIP),Electronic Records Management System,0.00,3000000.00,0.00,0.00
FAS,Information Technology (36200-CIP),Electronic Records Management System,0.00,1500000.00,0.00,0.00
FAS,Information Technology (36300-A1IT),Summit Re-Implementation,0.00,0.00,0.00,15694000.00
FAS,Information Technology (50300-CIP),Human Resources Information System (HRIS),0.00,0.00,0.00,500000.00
FAS,Information Technology (50300-CIP),Summit Re-Implementation,0.00,0.00,0.00,12993000.00
FAS,Judgment and Claims,Judgment and Claims,222685.00,0.00,0.00,0.00
FAS,Maintenance Shops and Yards (00163-CIP),"Electric Vehicle Charging Stations for Airport Way Center, Building C",0.00,700000.00,200000.00,200000.00
FAS,Maintenance Shops and Yards (00163-CIP),Haller Lake Improvements,0.00,0.00,0.00,150000.00
FAS,Maintenance Shops and Yards (00163-CIP),Haller Lake Stormwater Drainage Improvements,0.00,350000.00,150000.00,0.00
FAS,Maintenance Shops and Yards (36400-CIP),Haller Lake Improvements,0.00,0.00,0.00,500000.00
FAS,Neighborhood Fire Stations (00163-CIP),Fire Station Improvement Debt Service,0.00,1519306.00,2759000.00,2388000.00
FAS,Neighborhood Fire Stations (00163-CIP),(blank),8914735.00,0.00,0.00,0.00
FAS,Neighborhood Fire Stations (35200-CIP),(blank),803697.00,0.00,0.00,0.00
FAS,Neighborhood Fire Stations (35300-CIP),(blank),0.00,0.00,0.00,0.00
FAS,Neighborhood Fire Stations (35700-CIP),(blank),15799139.00,0.00,0.00,0.00
FAS,Neighborhood Fire Stations (36200-CIP),Fire Station 18,0.00,2204503.00,0.00,0.00
FAS,Neighborhood Fire Stations (36200-CIP),Fire Station 26,0.00,480074.00,0.00,0.00
FAS,Neighborhood Fire Stations (36200-CIP),Fire Station 29,0.00,1981734.00,0.00,0.00
FAS,Neighborhood Fire Stations (36200-CIP),Fire Station 32,0.00,233610.00,0.00,0.00
FAS,Neighborhood Fire Stations (36300-CIP),Fire Station 18,0.00,0.00,334800.00,0.00
FAS,Neighborhood Fire Stations (36300-CIP),Fire Station 22,0.00,0.00,2289289.00,3884931.00
FAS,Neighborhood Fire Stations (36300-CIP),Fire Station 29,0.00,0.00,545340.00,0.00
FAS,Neighborhood Fire Stations (36300-CIP),Fire Station 32,0.00,0.00,6919367.00,7003865.00
FAS,Office of Constituent Services,Office of Constituent Services,2689790.00,3296690.00,3200313.00,3775651.00
FAS,Pike Place Market Waterfront Entrance Project (36200-A8500),Pike Place Market Waterfront Entrance Project (36200-A8500),0.00,28000000.00,0.00,0.00
FAS,Pike Place Market Waterfront Entrance Project (36300-A8600),Pike Place Market Waterfront Entrance Project (36300-8600),0.00,0.00,12000000.00,6000000.00
FAS,Preliminary Engineering (00163-CIP),Facility Projects Planning,0.00,600000.00,0.00,0.00
FAS,Preliminary Engineering (00164-CIP),(blank),52487.00,0.00,0.00,0.00
FAS,Public Safety Facilities - Fire (00163-CIP),Fire Station 31 Expansion,0.00,0.00,0.00,450000.00
FAS,Public Safety Facilities - Fire (36300-CIP),Fire Station 5,0.00,0.00,4900000.00,2000000.00
FAS,Public Safety Facilities - Fire (50300-CIP),Fire Station 5,0.00,0.00,0.00,242000.00
FAS,Public Safety Facilities - Fire (50300-CIP),Fire Station 5 Relocation,0.00,220000.00,242000.00,0.00
FAS,Public Safety Facilities - Police (00163-CIP),Police Facilities,0.00,620000.00,0.00,0.00
FAS,Public Safety Facilities - Police (36300-CIP),North Precinct,0.00,0.00,8500000.00,4000000.00
FAS,Regulatory Compliance and Consumer Protection,Regulatory Compliance and Consumer Protection,3834233.00,4684366.00,4485878.00,7252209.00
FAS,Seattle Animal Shelter,Seattle Animal Shelter,3767338.00,3829472.00,3869333.00,4032024.00
FAS,Summit Re-Implementation Department Capital Needs,Summit Re-Implementation - Department Capital Needs,0.00,0.00,0.00,4487000.00
FAS,Technical Services,Capital Development and Construction Management,3398411.00,4336788.00,4345306.00,4519258.00
FAS,Wheelchair Accessible Services Program,Wheelchair Accessible Services Program,0.00,0.00,0.00,1250000.00
FBRL,Fiber Leasing Fund,Fiber Leasing Fund,19777.00,170750.00,155000.00,155000.00
FFL,Neighborhood Fire Stations (34440-CIP),(blank),6165358.00,0.00,0.00,0.00
FG,Appropriation to General Fund Subfunds and Special Funds,Arts Account,5851202.00,5953328.00,6124320.00,7992924.00
FG,Appropriation to General Fund Subfunds and Special Funds,Cumulative Reserve Subfund - Capital Projects Account,400000.00,0.00,0.00,2700000.00
FG,Appropriation to General Fund Subfunds and Special Funds,Cumulative Reserve Subfund - Revenue Stabilization Account,11016058.00,3337000.00,0.00,2223941.00
FG,Appropriation to General Fund Subfunds and Special Funds,Emergency Subfund,4623121.00,4450000.00,3600000.00,5148309.00
FG,Appropriation to General Fund Subfunds and Special Funds,Finance and Administrative Services Fund,24958942.00,26857799.00,26763954.00,29051281.00
FG,Appropriation to General Fund Subfunds and Special Funds,General Bond Interest/Redemption Fund,16334085.00,14625274.00,17581028.00,10468713.00
FG,Appropriation to General Fund Subfunds and Special Funds,Housing Operating Fund,195000.00,314000.00,272000.00,0.00
FG,Appropriation to General Fund Subfunds and Special Funds,Information Technology Fund,3008747.00,4464489.00,6498844.00,5593859.00
FG,Appropriation to General Fund Subfunds and Special Funds,Insurance,4304909.00,5077000.00,5577000.00,5086000.00
FG,Appropriation to General Fund Subfunds and Special Funds,Judgment/Claims Subfund,755901.00,337906.00,620824.00,620824.00
FG,Appropriation to General Fund Subfunds and Special Funds,School Safety Traffic and Pedestrian Improvement Fund,0.00,0.00,0.00,409801.00
FG,Reserves,Building Code Impact Support,59856.00,0.00,0.00,0.00
FG,Reserves,Burke Museum,0.00,0.00,0.00,0.00
FG,Reserves,City Multi-Disciplinary Team (MDT) Reserve,0.00,300000.00,300000.00,300000.00
FG,Reserves,Department of Justice Settlement Agreement Public Safety Reserve,1310597.00,4877952.00,4935511.00,2935511.00
FG,Reserves,Emergency Homeless Program,0.00,0.00,0.00,2265000.00
FG,Reserves,Emergency Notification Alert System,75000.00,205000.00,205000.00,0.00
FG,Reserves,Fire Station 39 Housing Services,0.00,475000.00,0.00,0.00
FG,Reserves,Food Lifeline,0.00,0.00,0.00,250000.00
FG,Reserves,Get Engaged: City Boards and Commissions,0.00,34118.00,34937.00,34937.00
FG,Reserves,Gun Violence Research,38250.00,0.00,0.00,0.00
FG,Reserves,Homeless Families Assistance,450000.00,200000.00,0.00,0.00
FG,Reserves,Homeless Shelter Development,0.00,175000.00,0.00,0.00
FG,Reserves,Human Services Funding Backfill,300000.00,0.00,0.00,0.00
FG,Reserves,Immigrant and Refugee Leadership Program,17500.00,75000.00,0.00,0.00
FG,Reserves,Impact Fee Evaluation,0.00,300000.00,0.00,0.00
FG,Reserves,LEAD Program,0.00,0.00,830000.00,0.00
FG,Reserves,License and Tax Portal Reserve,14061.00,0.00,0.00,0.00
FG,Reserves,Mentoring Program,0.00,100000.00,100000.00,0.00
FG,Reserves,Mercer Teardrop Sale Study,0.00,0.00,0.00,100000.00
FG,Reserves,Meridian Health Center,0.00,750000.00,0.00,0.00
FG,Reserves,Minimum Wage for City Employees,0.00,810439.00,1080585.00,1080585.00
FG,Reserves,Minimum Wage Study,0.00,100000.00,0.00,0.00
FG,Reserves,Municipal Court Information System Planning Reserve,0.00,150000.00,0.00,0.00
FG,Reserves,Neighborhood Business District Capital Projects,242905.00,0.00,0.00,0.00
FG,Reserves,Nordic Heritage Museum,0.00,0.00,0.00,0.00
FG,Reserves,PacMed Pacific Tower Debt Service Support,0.00,153500.00,307000.00,0.00
FG,Reserves,Parental Leave Reserve,0.00,250000.00,250000.00,500000.00
FG,Reserves,Police Accountability Reserve,0.00,0.00,0.00,2924489.00
FG,Reserves,Police Civilian Community Liaison Services,0.00,0.00,0.00,323000.00
FG,Reserves,Police Department Reserve,0.00,2184077.00,2232427.00,0.00
FG,Reserves,Public Health Reserve,0.00,400000.00,400000.00,0.00
FG,Reserves,Recurring Reserve for Portable Art Rental and Maintenance,304081.00,298225.00,310154.00,310154.00
FG,Reserves,Recurring Reserve-Election Expense,1135925.00,900000.00,1600000.00,1600000.00
FG,Reserves,Recurring Reserve-Fire Hydrants,8142458.00,8219000.00,8655000.00,8655000.00
FG,Reserves,Recurring Reserve-Industrial Insurance Pensions Payout,0.00,1783078.00,0.00,0.00
FG,Reserves,Recurring Reserve-Office of Professional Accountability Auditor,151219.00,164121.00,168060.00,168060.00
FG,Reserves,Recurring Reserve-Pacific Science Center Lease Reserve,120000.00,120000.00,120000.00,120000.00
FG,Reserves,Recurring Reserve-Police Intelligence Officer,0.00,5000.00,5000.00,15000.00
FG,Reserves,Recurring Reserve-Puget Sound Clean Air Agency,428161.00,557000.00,640000.00,640000.00
FG,Reserves,Recurring Reserve-State Examiner,843922.00,830800.00,848416.00,878416.00
FG,Reserves,Recurring Reserve-Street Lighting,9686258.00,9240000.00,9290000.00,9290000.00
FG,Reserves,Recurring Reserve-Transit Pass Subsidy,1988986.00,3000000.00,3400000.00,3400000.00
FG,Reserves,Recurring Reserve-Voter Registration and Pamphlet,1423486.00,1400000.00,1400000.00,1400000.00
FG,Reserves,Retirement Benefit Study,4188.00,0.00,0.00,0.00
FG,Reserves,SDOT Efficiency Study,400.00,0.00,0.00,0.00
FG,Reserves,Seattle Housing Authority History Project,20000.00,0.00,0.00,0.00
FG,Reserves,Seattle Indian Services Commission,44756.00,0.00,0.00,0.00
FG,Reserves,Seattle Indian Services Commission Debt Service Payment,0.00,440000.00,440000.00,440000.00
FG,Reserves,Seattle Opera House,0.00,0.00,0.00,200000.00
FG,Reserves,SODO Arena Proposal,6037.00,0.00,0.00,0.00
FG,Reserves,Suquamish Project,0.00,0.00,0.00,1500000.00
FG,Reserves,Sworn Officers Hiring Reserve,0.00,0.00,2787745.00,2787745.00
FG,Reserves,Tax Refund Interest Reserve,221425.00,500000.00,500000.00,500000.00
FG,Reserves,Tenant Improvements,168043.00,0.00,0.00,0.00
FG,Reserves,Town Hall,0.00,0.00,0.00,0.00
FG,Reserves,Transportation Rubble Yard Reserve,3154857.00,0.00,0.00,0.00
FG,Reserves,University District Food Bank Building,0.00,250000.00,0.00,0.00
FG,Reserves,University of Washington Reserve,500000.00,0.00,0.00,0.00
FG,Reserves,Yesler Terrace Project Support,50000.00,0.00,0.00,0.00
FG,Support to Operating Funds,Department of Education Fund,0.00,12637149.00,12810346.00,6985124.00
FG,Support to Operating Funds,Drainage and Wastewater Fund,1382324.00,1473026.00,1498316.00,1500730.00
FG,Support to Operating Funds,Firefighters Pension Fund,17155526.00,17311984.00,17475500.00,17163500.00
FG,Support to Operating Funds,Housing Operating Fund-Supp to Op Fund,0.00,0.00,0.00,401623.00
FG,Support to Operating Funds,Human Services Operating Fund,66524652.00,64382790.00,64886461.00,77492873.00
FG,Support to Operating Funds,Library Fund,47859759.00,49749669.00,50630853.00,50205639.00
FG,Support to Operating Funds,Neighborhood Matching Subfund,3504940.00,1576807.00,3324991.00,3163660.00
FG,Support to Operating Funds,Parks and Recreation Fund,88900249.00,92852622.00,96498347.00,96478558.00
FG,Support to Operating Funds,Planning and Development Fund,10571356.00,10478880.00,10583647.00,6230843.00
FG,Support to Operating Funds,Police Relief and Pension Fund,20720409.00,20279340.00,20287210.00,21313000.00
FG,Support to Operating Funds,Seattle Center Fund,13216723.00,12805073.00,13050327.00,12948724.00
FG,Support to Operating Funds,Solid Waste Fund,0.00,439000.00,167061.00,6335403.00
FG,Support to Operating Funds,Transportation Fund,41132299.00,40576725.00,45167662.00,44308048.00
FPEN,Firefighters' Pension,Administration,549808.00,640000.00,640000.00,640000.00
FPEN,Firefighters' Pension,Death Benefits,16000.00,15000.00,15000.00,17000.00
FPEN,Firefighters' Pension,Medical Benefits,9567468.00,10650000.00,10950000.00,11000000.00
FPEN,Firefighters' Pension,Pensions,7562634.00,7281984.00,7164000.00,6800000.00
HSD,Aging and Disability Services - Area Agency on Aging,Healthy Aging,8112219.00,8536105.00,8548064.00,9041263.00
HSD,Aging and Disability Services - Area Agency on Aging,Home-Based Care,23566136.00,25414046.00,25233582.00,24983055.00
HSD,Aging and Disability Services - Area Agency on Aging,Mayor's Office on Senior Citizens,432836.00,514177.00,523409.00,528668.00
HSD,Aging and Disability Services - Area Agency on Aging,Planning and Coordination,2365675.00,2697668.00,2723606.00,2887289.00
HSD,CDBG - Human Services Department,Homeless Intervention,4305962.00,3910042.00,3910346.00,3786254.00
HSD,CDBG - Human Services Department,Leadership and Corporate Services,968702.00,1042364.00,1043657.00,1051074.00
HSD,Community Support and Assistance,Access to Benefits,1425335.00,1542424.00,1785649.00,0.00
HSD,Community Support and Assistance,Community Facilities,291270.00,2569076.00,678343.00,4423761.00
HSD,Community Support and Assistance,Emergency and Transitional Services,34158995.00,39045185.00,38964534.00,39780492.00
HSD,Community Support and Assistance,Mayor's Office of Domestic Violence and Sexual Assault Prevention,5030015.00,5898814.00,6001518.00,0.00
HSD,Leadership and Administration,Data Integrity,2683265.00,1798291.00,1867056.00,1851929.00
HSD,Leadership and Administration,Fiscal and Contract Administration,2499432.00,2597905.00,2526442.00,3735400.00
HSD,Leadership and Administration,Human Resources,929855.00,792997.00,797421.00,900399.00
HSD,Leadership and Administration,Leadership,2847216.00,2952561.00,2810536.00,2927712.00
HSD,Leadership and Administration,Mayor's Office on Domestic Violence and Sexual Assault Prevention,0.00,0.00,0.00,6116142.00
HSD,Public Health Services,Alcohol and Other Drugs,1504364.00,1546039.00,1581598.00,1559231.00
HSD,Public Health Services,Asthma,133927.00,137110.00,140264.00,138280.00
HSD,Public Health Services,Family Support Services,2277776.00,0.00,0.00,0.00
HSD,Public Health Services,Gun Violence Prevention Program,0.00,0.00,0.00,325000.00
HSD,Public Health Services,Health Care Access,392125.00,352840.00,359230.00,380212.00
HSD,Public Health Services,Health Care for the Homeless,1597405.00,1630952.00,1668463.00,1644868.00
HSD,Public Health Services,HIV/AIDS,856787.00,874779.00,894898.00,932242.00
HSD,Public Health Services,Oral Health,125942.00,133299.00,136365.00,134437.00
HSD,Public Health Services,Primary Care: Medical and Dental,6818044.00,6894815.00,7121332.00,7213272.00
HSD,Youth and Family Empowerment,Access to Benefits,0.00,0.00,0.00,2890711.00
HSD,Youth and Family Empowerment,Family Support,3501145.00,,,0.00
HSD,Youth and Family Empowerment,Nutrition Assistance,9449781.00,2532483.00,2660224.00,2477123.00
HSD,Youth and Family Empowerment,Youth Services,11912138.00,16598075.00,15891164.00,22462914.00
HXM,Office of Hearing Examiner,Office of Hearing Examiner,637620.00,665618.00,670273.00,666708.00
JC,Claim Expenses,Claim Expenses,2597198.00,4109877.00,4109877.00,4109877.00
JC,General Legal Expenses,General Litigation,54475.00,103000.00,103000.00,103000.00
JC,Judgment Claims - General,Judgment/Claims - General Program,0.00,0.00,0.00,0.00
JC,Litigation Expenses,Settlement and Judgment Expenses,9265315.00,12229366.00,12229366.00,12229366.00
JC,Police Action Expenses,Police Action Expenses,1036079.00,1307208.00,1307208.00,1307208.00
LAW,Administration,Administration,2228076.00,2507713.00,2435819.00,2395813.00
LAW,Civil,Civil,12859792.00,13495324.00,13665415.00,14232192.00
LAW,Criminal,Criminal,6831684.00,7003388.00,7105462.00,7023193.00
LAW,Precinct Liaison Attorneys,Precinct Liaison Program,578181.00,690912.00,699543.00,697063.00
LEG,Legislative Department,Central Staff,2879522.00,3378759.00,3396177.00,3423646.00
LEG,Legislative Department,City Clerk,3010170.00,3163351.00,3188665.00,3204115.00
LEG,Legislative Department,City Council,5138585.00,5819133.00,5549360.00,5535636.00
LEG,Legislative Department,General Expense,1900033.00,2069184.00,2097301.00,2152756.00
MO,Office of the Mayor,Office of the Mayor,4682789.00,5393182.00,5443403.00,5833014.00
MUNIJAIL,Municipal Jail Bond Proceeds,Future Bond Proceeds,1500000.00,182175.00,0.00,0.00
NMF,Neighborhood Matching Fund,Large Projects Fund,724903.00,1505515.00,1540141.00,2244512.00
NMF,Neighborhood Matching Fund,Management and Project Development,820774.00,960394.00,967436.00,955177.00
NMF,Neighborhood Matching Fund,Small and Simple Projects Fund,1243344.00,1477146.00,1511120.00,1510244.00
NMF,Neighborhood Matching Fund,Small Sparks Fund,66018.00,67052.00,68594.00,67609.00
OCR,Administration,Administration,0.00,0.00,0.00,1158003.00
OCR,Civil Rights,Civil Rights,3150634.00,4665457.00,4821428.00,3074357.00
OCR,Labor Standards,Labor Standards,0.00,0.00,0.00,1929887.00
OED,CDBG - Office of Economic Development,Economic Development,3018132.00,1535683.00,1470354.00,1420354.00
OED,Office of Economic Development,Business Services,5628105.00,6306503.00,6250446.00,8723336.00
OED,Office of Economic Development,Economic Development Leadership,728184.00,517256.00,520845.00,528401.00
OED,Office of Economic Development,Finance and Operations,856718.00,784991.00,797386.00,814335.00
OH,CDBG - Office of Housing,Homeownership and Sustainability - CDBG,449300.00,790152.00,790152.00,690441.00
OH,CDBG - Office of Housing,Multi-Family Production and Preservation - CDBG,811497.00,911012.00,911012.00,1252131.00
OH,CDBG - Office of Housing,"Strategic Planning, Resource, and Program Development - CDBG",434088.00,373412.00,251412.00,279170.00
OH,Low-Income Housing Fund 16400,Homeownership and Sustainability - 16400,3913255.00,10095692.00,10253562.00,7329325.00
OH,Low-Income Housing Fund 16400,Multi-Family Production and Preservation - 16400,25268102.00,34437860.00,34006484.00,36930721.00
OH,Office of Housing Operating Fund 16600,Administration and Management - 16600,2172508.00,2029810.00,1930843.00,2589003.00
OH,Office of Housing Operating Fund 16600,Community Development - 16600,1056246.00,591233.00,597309.00,758699.00
OH,Office of Housing Operating Fund 16600,Homeownership and Sustainability - 16600,1341900.00,1459758.00,1493123.00,1322372.00
OH,Office of Housing Operating Fund 16600,Multi-Family Production and Preservation - 16600,973579.00,1541358.00,1557736.00,1387264.00
OIR,Intergovernmental Relations,Intergovernmental Relations,1987100.00,2593738.00,2624374.00,2794643.00
OIRA,CDBG - Office of Immigrant and Refugee Affairs,CDBG - Office of Immigrant and Refugee Affairs,0.00,400000.00,400000.00,400000.00
OIRA,Office of Immigrant and Refugee Affairs,Office of Immigrant and Refugee Affairs,554451.00,1070281.00,1843431.00,2261083.00
OPCD,Planning and Community Development,Design Commission,0.00,0.00,0.00,614537.00
OPCD,Planning and Community Development,Planning,0.00,0.00,0.00,6728061.00
OPCD,Planning and Community Development,Planning Commission,0.00,0.00,0.00,684217.00
OSE,Office of Sustainability and Environment,Office of Sustainability and Environment,4727584.00,3334225.00,3246352.00,3374826.00
PCTF,Group Term Life,Group Term Life Program,6080172.00,6338832.00,6465609.00,6474575.00
PCTF,Health Care,Health Care Program,175089065.00,195402674.00,207186256.00,201466911.00
PCTF,Industrial Insurance,Industrial Insurance Program,16440618.00,19530223.00,20034088.00,20234088.00
PCTF,Special Employment,Special Employment Program,15929.00,100000.00,100000.00,100000.00
PCTF,Transit Benefit,Transit Benefit Program,2987131.00,4684401.00,5251537.00,5251537.00
PCTF,Unemployment Insurance,Unemployment Insurance Program,1922974.00,1275000.00,1050000.00,1925000.00
PGF,Pacific Place Garage,Pacific Place Garage,8408157.00,9208167.00,9474574.00,9715574.00
PPEN,Police Relief and Pension,Administration,565001.00,535500.00,546210.00,612000.00
PPEN,Police Relief and Pension,Death Benefits,18000.00,18000.00,18000.00,18000.00
PPEN,Police Relief and Pension,Medical Benefits,11532659.00,12690000.00,12850000.00,14000000.00
PPEN,Police Relief and Pension,Pension Benefits,7393063.00,7152840.00,6990000.00,7200000.00
RET,Employee Benefit Management,Employees' Retirement,13812446.00,22023422.00,19507601.00,20490002.00
SCL,Compliance and Security,Compliance and Security,3695608.00,3623730.00,3672762.00,3652641.00
SCL,Conservation Resources and Environmental Affairs O&M,Conservation Resources and Environmental Affairs O&M,97623256.00,61129723.00,62203633.00,62047103.00
SCL,Customer Focused - CIP,Customer Focused - CIP,77780298.00,91365428.00,105013083.00,73129129.00
SCL,Customer Services,Customer Services,29991394.00,29804255.00,30262489.00,31726510.00
SCL,Debt Service,Debt Service - BCL,191180292.00,200478917.00,210793126.00,207693126.00
SCL,Distribution Services,Distribution Services,80786637.00,77538454.00,79537621.00,77983852.00
SCL,Financial Services - CIP,Financial Services - CIP,7351707.00,9375409.00,9742161.00,20302210.00
SCL,Financial Services - O&M,Financial Services - O&M,44017468.00,40168027.00,42752733.00,43116622.00
SCL,General Expenses,General Expenses,90027578.00,95354245.00,98312021.00,101091764.00
SCL,Human Resources,Human Resources,10742183.00,9171102.00,9265883.00,9228643.00
SCL,Long-Term Purchased Power,Long-Term Purchased Power,274147104.00,296476914.00,312449567.00,312449567.00
SCL,Office of Superintendent,Office of Superintendent,3655795.00,3452807.00,3503629.00,3534612.00
SCL,Power Supply & Environmental Affairs - CIP,Power Supply & Environmental Affairs - CIP,101699921.00,81060225.00,74769483.00,74456759.00
SCL,Power Supply O&M,Power Supply O&M,54832160.00,50902787.00,51651886.00,51720186.00
SCL,Short-Term Purchased Power,Short-Term Purchased Power,26390149.00,42468347.00,41345274.00,41345274.00
SCL,Taxes,Taxes,83124826.00,90307625.00,93459200.00,93459200.00
SCL,Transmission and Distribution - CIP,Transmission and Distribution - CIP,95218694.00,131034579.00,157355273.00,162657896.00
SDHR,Administrative Services,Administrative Services,3040529.00,3314294.00,3369512.00,6575371.00
SDHR,Director's Office,Director's Office,3058504.00,3291919.00,3345649.00,2234462.00
SDHR,Labor Relations,Labor Relations,3483937.00,3553478.00,3605934.00,2017104.00
SDHR,Talent Acquisition and Management,Talent Acquisition and Management,4577333.00,5259730.00,5365954.00,5745290.00
SDOT,Bridges & Structures,Bridge Operations,3043869.00,3363961.00,3420950.00,3420952.00
SDOT,Bridges & Structures,Structures Engineering,668619.00,850690.00,872385.00,872385.00
SDOT,Bridges & Structures,Structures Maintenance,4335797.00,4594263.00,3748899.00,7282684.00
SDOT,Department Management,Director's Office,1416116.00,2881401.00,2940600.00,2375677.00
SDOT,Department Management,Division Management,12682853.00,12317142.00,12579569.00,7227706.00
SDOT,Department Management,Human Resources,834250.00,1349778.00,1381485.00,998943.00
SDOT,Department Management,Indirect Cost Recovery - Department Management,,,,
SDOT,Department Management,Public Information,591002.00,1354734.00,1073088.00,639001.00
SDOT,Department Management,Resource Management,17510881.00,12571235.00,12050154.00,20829181.00
SDOT,Department Management,Revenue Development,524948.00,611380.00,623937.00,463869.00
SDOT,Engineering Services,Engineering & Operations Support,4520789.00,1461009.00,1492775.00,3968864.00
SDOT,General Expense,City Central Costs,12809326.00,20287668.00,21713171.00,22529470.00
SDOT,General Expense,Debt Service,28750934.00,24628235.00,25362053.00,27113178.00
SEAIT,Citywide IT Initiatives,Human Services Department IT Initiatives,0.00,0.00,0.00,1093044.00
SDOT,General Expense,Indirect Cost Recovery - General Expense,,,,
SDOT,General Expense,Judgment & Claims,3553310.00,1769402.00,3250869.00,3250869.00
SDOT,Major Maintenance/Replacement,Bridges & Structures,21521327.00,15164196.00,20804000.00,19045500.00
SDOT,Major Maintenance/Replacement,Landslide Mitigation,368211.00,716000.00,1345000.00,1345000.00
SDOT,Major Maintenance/Replacement,Roads,25092746.00,19272601.00,9972999.00,45434497.00
SDOT,Major Maintenance/Replacement,Sidewalk Maintenance,2342838.00,1047000.00,0.00,1500000.00
SDOT,Major Maintenance/Replacement,Trails and Bike Paths,5527264.00,6479001.00,1300001.00,9250000.00
SDOT,Major Projects,Alaskan Way Viaduct and Seawall Replacement,122931509.00,160631000.00,143059224.00,127564000.00
SDOT,Major Projects,First Hill Streetcar,22572569.00,0.00,0.00,0.00
SDOT,Major Projects,Magnolia Bridge Replacement,228611.00,0.00,0.00,0.00
SDOT,Major Projects,Mercer Corridor,3149402.00,0.00,0.00,0.00
SDOT,Major Projects,Mercer West,29392252.00,25599866.00,1905677.00,3909000.00
SDOT,Major Projects,Spokane Street Viaduct,195647.00,0.00,0.00,0.00
SDOT,Major Projects,SR-520,475205.00,249425.00,119717.00,119000.00
